customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-12747,Female,1,Yes,No,20,Yes,No,DSL,No,No internet service,Yes,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),113.61,2228.77,1
CUST-12748,Male,1,Yes,No,61,Yes,No,No,Yes,No,No internet service,Yes,No internet service,No internet service,One year,No,Credit card (automatic),73.44,4472.71,0
CUST-12749,Female,1,No,No,20,Yes,No,No,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),68.29,1437.4,1
CUST-12750,Male,0,No,No,70,Yes,Yes,DSL,No,No,No internet service,Yes,Yes,No,Month-to-month,No,Credit card (automatic),107.85,7518.25,1
CUST-12751,Male,0,Yes,No,46,Yes,No,No,No internet service,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,63.72,3093.13,1
CUST-12752,Female,0,No,No,13,Yes,No,No,Yes,Yes,No,No internet service,No internet service,No,One year,No,Mailed check,72.96,910.88,1
CUST-12753,Female,0,No,Yes,29,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,92.17,2716.6,1
CUST-12754,Female,0,No,No,5,Yes,Yes,No,Yes,Yes,Yes,Yes,No internet service,No internet service,Two year,Yes,Electronic check,32.42,89.22,0
CUST-12755,Female,0,No,No,61,Yes,No,DSL,No internet service,Yes,No internet service,Yes,Yes,No,One year,Yes,Mailed check,50.24,3085.25,0
CUST-12756,Female,0,No,No,47,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,82.22,3781.09,1
CUST-12757,Female,0,Yes,No,31,No,No,No,Yes,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Mailed check,18.25,610.23,1
CUST-12758,Male,0,Yes,Yes,49,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.06,4071.33,0
CUST-12759,Male,0,No,Yes,44,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),68.55,3065.78,0
CUST-12760,Male,0,Yes,No,43,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,No internet service,Two year,No,Mailed check,107.72,4572.03,0
CUST-12761,Male,1,Yes,No,29,No,Yes,DSL,No,Yes,No internet service,No internet service,No,Yes,Two year,Yes,Electronic check,72.05,2099.48,1
CUST-12762,Male,0,Yes,No,25,Yes,Yes,DSL,No,No,No internet service,No,Yes,Yes,Two year,Yes,Mailed check,100.5,2543.23,0
CUST-12763,Male,1,Yes,No,18,Yes,Yes,DSL,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,65.93,1217.09,1
CUST-12764,Male,0,No,Yes,57,Yes,Yes,DSL,No,No,Yes,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),54.91,3085.63,0
CUST-12765,Female,0,Yes,No,34,Yes,No,Fiber optic,No,No,Yes,No,No internet service,No,Two year,Yes,Electronic check,118.75,4044.9,1
CUST-12766,Male,0,No,No,34,Yes,Yes,DSL,Yes,No,No internet service,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),98.39,3319.7,1
CUST-12767,Female,0,No,No,52,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),92.89,4840.08,0
CUST-12768,Male,0,Yes,Yes,38,Yes,No phone service,No,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),38.25,1370.12,0
CUST-12769,Female,0,Yes,No,69,No,Yes,Fiber optic,No,No internet service,No,Yes,No,Yes,Month-to-month,No,Electronic check,118.75,8267.85,1
CUST-12770,Female,0,Yes,No,17,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,75.86,1259.32,1
CUST-12771,Male,1,No,No,3,Yes,Yes,No,No,No internet service,No,Yes,No,Yes,One year,Yes,Mailed check,67.75,227.56,1
CUST-12772,Male,0,Yes,No,30,Yes,No,DSL,No,No,No,No,No internet service,No internet service,One year,Yes,Electronic check,105.33,3101.88,0
CUST-12773,Female,0,No,Yes,38,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,Two year,No,Electronic check,99.18,3685.83,0
CUST-12774,Female,0,Yes,No,59,Yes,No,DSL,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),52.09,3106.83,0
CUST-12775,Male,0,Yes,Yes,46,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,46.59,2175.72,1
CUST-12776,Female,0,Yes,No,68,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,65.07,4467.27,0
CUST-12777,Female,0,Yes,No,6,Yes,No,No,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),49.75,316.42,0
CUST-12778,Male,0,Yes,Yes,39,Yes,No,No,No,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,56.77,2273.19,0
CUST-12779,Male,0,No,No,60,Yes,No phone service,No,No,No,No internet service,No internet service,Yes,Yes,One year,Yes,Mailed check,42.41,2561.59,0
CUST-12780,Male,1,Yes,Yes,36,Yes,No,No,No,No,Yes,Yes,No,No,One year,No,Electronic check,42.93,1499.25,1
CUST-12781,Female,1,No,No,20,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,Yes,No,Two year,No,Bank transfer (automatic),93.25,1985.23,0
CUST-12782,Female,0,No,Yes,56,Yes,No,No,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,No,Electronic check,20.0,1078.23,0
CUST-12783,Female,1,No,No,63,Yes,No,DSL,Yes,No,No internet service,No internet service,No internet service,Yes,One year,No,Bank transfer (automatic),68.5,4357.6,0
CUST-12784,Female,0,No,No,18,Yes,No,No,No internet service,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),55.74,1028.2,0
CUST-12785,Male,0,Yes,Yes,40,Yes,No,DSL,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,No,Electronic check,78.73,3202.32,0
CUST-12786,Male,1,No,No,58,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,Yes,One year,No,Electronic check,74.99,4344.62,0
CUST-12787,Male,0,Yes,Yes,11,Yes,No,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.98,896.57,0
CUST-12788,Male,0,No,No,0,Yes,No,No,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Mailed check,19.91,0.0,1
CUST-12789,Female,0,Yes,Yes,53,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),59.47,3180.9,0
CUST-12790,Female,0,No,No,54,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),52.6,2776.32,0
CUST-12791,Male,0,No,Yes,11,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),85.16,1000.22,1
CUST-12792,Female,0,No,Yes,43,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,Two year,Yes,Mailed check,99.13,4380.17,0
CUST-12793,Female,0,Yes,Yes,52,Yes,Yes,DSL,Yes,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),60.35,3193.32,0
CUST-12794,Male,0,No,No,70,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,44.68,3023.93,1
CUST-12795,Female,0,No,No,58,No,Yes,Fiber optic,Yes,No internet service,Yes,No,Yes,No,One year,Yes,Credit card (automatic),107.21,6191.77,0
CUST-12796,Female,0,No,No,16,Yes,No,No,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),54.19,916.16,1
CUST-12797,Female,1,Yes,No,42,Yes,No,No,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),32.51,1309.6,0
CUST-12798,Female,0,Yes,Yes,53,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),56.61,2933.16,0
CUST-12799,Male,0,Yes,No,19,No,No,DSL,No internet service,No,No,No,No,No,Two year,No,Mailed check,92.92,1772.48,0
CUST-12800,Female,0,No,No,11,No,No,Fiber optic,Yes,No internet service,No,No,No,Yes,Two year,Yes,Electronic check,98.71,1061.9,0
CUST-12801,Male,0,Yes,No,31,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Mailed check,104.07,3199.49,1
CUST-12802,Female,0,No,No,52,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,59.7,3034.55,0
CUST-12803,Male,0,No,No,38,Yes,No,No,No,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,60.87,2397.61,1
CUST-12804,Male,0,No,Yes,44,Yes,No,DSL,No internet service,No,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,53.96,2325.24,1
CUST-12805,Female,0,No,No,48,Yes,Yes,No,No,Yes,No internet service,No internet service,No internet service,No,Two year,Yes,Electronic check,21.65,1017.6,0
CUST-12806,Male,0,No,Yes,69,Yes,No phone service,DSL,Yes,No,Yes,No internet service,Yes,No,Two year,Yes,Mailed check,74.37,5152.4,0
CUST-12807,Male,0,No,No,46,Yes,No,No,No internet service,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.65,2732.31,1
CUST-12808,Female,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,90.67,792.07,1
CUST-12809,Male,0,No,No,29,Yes,No,No,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Mailed check,51.58,1542.75,0
CUST-12810,Female,0,No,No,12,Yes,Yes,DSL,No internet service,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),51.65,638.16,1
CUST-12811,Male,0,Yes,No,55,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),50.52,2794.62,0
CUST-12812,Male,0,No,No,72,Yes,Yes,DSL,No,Yes,No,No,No,No internet service,Two year,No,Bank transfer (automatic),83.98,6025.2,0
CUST-12813,Female,0,No,No,56,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,94.79,5242.77,1
CUST-12814,Male,0,No,No,17,Yes,Yes,No,Yes,No,No internet service,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),40.13,739.48,1
CUST-12815,Male,0,No,No,50,Yes,No,No,No internet service,No,No,No,Yes,No internet service,Two year,No,Electronic check,40.93,2010.4,0
CUST-12816,Female,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,Yes,No,One year,No,Bank transfer (automatic),91.87,23.54,1
CUST-12817,Female,0,Yes,Yes,19,Yes,Yes,DSL,No internet service,No,Yes,Yes,No,No internet service,Two year,Yes,Credit card (automatic),66.58,1246.6,0
CUST-12818,Male,0,Yes,No,22,Yes,Yes,No,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),64.06,1405.68,1
CUST-12819,Female,0,Yes,No,34,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No,No internet service,Two year,Yes,Credit card (automatic),104.92,3496.56,1
CUST-12820,Female,0,No,No,23,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,88.2,2006.12,1
CUST-12821,Female,1,Yes,Yes,31,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,70.43,2182.4,1
CUST-12822,Male,0,No,No,0,Yes,No,No,Yes,No internet service,No,No internet service,Yes,No internet service,Two year,No,Mailed check,55.29,0.0,0
CUST-12823,Female,0,No,No,59,Yes,No,Fiber optic,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),32.34,1963.71,0
CUST-12824,Female,0,No,No,28,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No,Yes,Month-to-month,No,Electronic check,88.68,2417.76,1
CUST-12825,Female,0,Yes,No,58,Yes,No,DSL,No,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),42.81,2515.12,0
CUST-12826,Male,0,Yes,Yes,4,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,98.41,401.13,1
CUST-12827,Female,0,Yes,No,63,No,No,DSL,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,93.06,5989.75,0
CUST-12828,Female,0,Yes,No,45,Yes,No,No,No,No,Yes,No internet service,Yes,Yes,Two year,Yes,Electronic check,18.25,824.15,0
CUST-12829,Male,0,Yes,No,16,Yes,Yes,No,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,63.48,945.49,0
CUST-12830,Female,0,Yes,No,54,Yes,No,No,No,No,Yes,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),47.89,2522.4,0
CUST-12831,Female,0,Yes,Yes,54,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),99.93,5380.26,1
CUST-12832,Male,0,No,No,53,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,109.9,5699.97,0
CUST-12833,Female,0,Yes,Yes,63,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),94.42,5880.69,1
CUST-12834,Male,0,Yes,No,69,Yes,No,No,No,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,52.79,3673.51,0
CUST-12835,Female,0,No,No,12,Yes,No phone service,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,51.77,729.38,0
CUST-12836,Female,1,No,Yes,20,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),57.55,1145.88,1
CUST-12837,Female,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),118.75,184.45,0
CUST-12838,Male,0,No,No,4,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,No,No internet service,Two year,No,Electronic check,109.9,491.04,0
CUST-12839,Female,0,Yes,No,7,Yes,No,No,Yes,No,No internet service,No internet service,No,No,Two year,Yes,Electronic check,59.27,480.09,1
CUST-12840,Male,0,No,Yes,50,Yes,No,DSL,Yes,No internet service,No,Yes,No,No,Month-to-month,Yes,Electronic check,55.84,2769.48,0
CUST-12841,Female,0,No,No,44,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,No internet service,Month-to-month,Yes,Electronic check,97.11,4304.13,1
CUST-12842,Female,0,No,No,2,Yes,No,DSL,No,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,66.31,197.91,1
CUST-12843,Male,0,No,No,30,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),118.75,3579.02,1
CUST-12844,Male,0,Yes,No,8,Yes,Yes,No,No,No,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,77.7,587.05,0
CUST-12845,Male,1,No,No,14,Yes,No,No,No internet service,No,No,No,No,Yes,One year,Yes,Electronic check,33.34,440.55,1
CUST-12846,Female,1,No,No,4,Yes,Yes,No,Yes,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,35.33,79.67,1
CUST-12847,Male,0,No,Yes,38,No,Yes,Fiber optic,No,Yes,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),85.49,3209.26,1
CUST-12848,Male,0,Yes,Yes,5,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),115.8,610.14,1
CUST-12849,Male,0,Yes,No,57,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,112.02,6373.89,0
CUST-12850,Male,1,Yes,No,68,Yes,No,Fiber optic,No internet service,No,Yes,No,No,No internet service,Month-to-month,No,Electronic check,46.41,3079.74,0
CUST-12851,Male,1,Yes,No,62,Yes,No,DSL,No internet service,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),83.4,5188.12,0
CUST-12852,Male,0,Yes,Yes,60,Yes,No,DSL,No,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,98.27,5951.06,0
CUST-12853,Male,0,No,Yes,54,No,Yes,DSL,No,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),70.74,3811.12,1
CUST-12854,Female,0,Yes,No,66,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),101.05,6665.02,1
CUST-12855,Male,0,Yes,Yes,64,Yes,No,No,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),87.96,5702.77,0
CUST-12856,Female,0,Yes,No,15,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),117.9,1827.24,1
CUST-12857,Female,0,No,No,44,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,84.8,3758.33,0
CUST-12858,Female,0,No,Yes,22,No,Yes,Fiber optic,Yes,No internet service,Yes,No,No,No internet service,Month-to-month,No,Electronic check,96.8,2200.86,1
CUST-12859,Male,0,No,No,61,Yes,No phone service,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,74.29,4590.24,0
CUST-12860,Male,0,No,No,0,No,No,No,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),61.21,0.0,0
CUST-12861,Female,0,No,No,30,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No,No,Month-to-month,No,Mailed check,86.09,2602.08,1
CUST-12862,Female,0,No,Yes,27,Yes,No,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,111.09,3005.4,1
CUST-12863,Female,0,No,No,62,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,54.48,3476.9,0
CUST-12864,Male,0,Yes,No,21,Yes,No,DSL,No,Yes,Yes,No internet service,Yes,No,Two year,No,Credit card (automatic),62.73,1338.97,0
CUST-12865,Male,0,No,No,65,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,Yes,Two year,Yes,Electronic check,81.99,5347.19,1
CUST-12866,Male,0,Yes,Yes,36,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,114.64,4220.49,1
CUST-12867,Male,0,No,Yes,50,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.03,4560.36,1
CUST-12868,Female,0,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,96.12,3635.96,0
CUST-12869,Male,0,Yes,No,31,Yes,No,DSL,No,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,82.09,2436.74,1
CUST-12870,Male,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,Yes,No,No,One year,No,Electronic check,18.25,380.07,0
CUST-12871,Female,0,No,No,20,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,Yes,Yes,One year,Yes,Electronic check,103.07,2071.01,1
CUST-12872,Female,0,No,No,46,Yes,No phone service,Fiber optic,No,No internet service,No,No,Yes,No,Two year,No,Mailed check,67.88,3171.83,1
CUST-12873,Male,0,Yes,No,23,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Mailed check,76.36,1756.08,1
CUST-12874,Male,0,No,Yes,63,Yes,Yes,No,No,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),112.09,7018.86,0
CUST-12875,Female,0,Yes,Yes,9,Yes,Yes,DSL,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),84.56,780.96,0
CUST-12876,Female,0,No,Yes,15,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,No internet service,One year,No,Credit card (automatic),92.44,1298.29,1
CUST-12877,Female,0,Yes,No,3,Yes,No,No,Yes,No internet service,Yes,No,No,No internet service,Two year,No,Bank transfer (automatic),45.08,200.16,0
CUST-12878,Female,0,Yes,Yes,63,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,114.48,7284.03,0
CUST-12879,Female,0,No,No,30,Yes,No,DSL,No internet service,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),52.73,1494.15,0
CUST-12880,Male,0,No,No,2,Yes,No,DSL,No,No,No internet service,No,No,No internet service,One year,No,Bank transfer (automatic),63.25,84.29,1
CUST-12881,Male,0,No,No,3,Yes,Yes,No,No,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,72.58,235.42,1
CUST-12882,Female,0,No,No,67,Yes,No,DSL,No internet service,No,No internet service,No internet service,No,Yes,Month-to-month,No,Electronic check,74.5,5079.78,1
CUST-12883,Male,1,No,Yes,64,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),82.33,5266.3,0
CUST-12884,Male,0,Yes,No,20,Yes,No,No,No,No,No internet service,Yes,Yes,No,One year,No,Bank transfer (automatic),37.39,767.29,0
CUST-12885,Male,0,Yes,No,47,Yes,Yes,No,No internet service,No,No,No internet service,No,No internet service,Month-to-month,No,Mailed check,61.19,2888.79,0
CUST-12886,Female,0,No,No,18,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),78.8,1340.81,0
CUST-12887,Male,0,Yes,No,61,Yes,No,DSL,Yes,Yes,Yes,No internet service,No internet service,Yes,One year,No,Bank transfer (automatic),42.25,2560.34,0
CUST-12888,Male,1,No,No,52,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,109.26,5643.64,1
CUST-12889,Male,0,Yes,No,32,Yes,No phone service,No,Yes,No,Yes,No internet service,No,No internet service,Two year,No,Electronic check,31.41,1016.87,0
CUST-12890,Male,1,No,Yes,67,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),49.06,3253.19,0
CUST-12891,Female,0,Yes,No,16,Yes,No phone service,DSL,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,54.59,875.05,1
CUST-12892,Male,0,No,No,72,Yes,Yes,No,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.54,3636.09,0
CUST-12893,Female,1,No,Yes,21,Yes,No,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,No,Mailed check,74.46,1565.2,0
CUST-12894,Male,0,Yes,Yes,64,No,No,Fiber optic,Yes,No internet service,Yes,No,Yes,No,One year,Yes,Credit card (automatic),118.75,7653.4,0
CUST-12895,Female,0,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No,No,No,No internet service,One year,Yes,Electronic check,71.64,4461.23,0
CUST-12896,Female,0,Yes,No,41,Yes,Yes,Fiber optic,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,91.77,3750.49,1
CUST-12897,Female,1,Yes,Yes,8,Yes,Yes,No,No,No,Yes,No,Yes,No,Two year,No,Mailed check,30.92,272.21,1
CUST-12898,Female,0,Yes,No,54,Yes,No,DSL,No internet service,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,93.71,5033.4,0
CUST-12899,Male,0,No,No,50,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,95.82,4737.18,0
CUST-12900,Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,No,Electronic check,75.58,4815.16,1
CUST-12901,Female,0,Yes,No,16,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),94.39,1477.32,0
CUST-12902,Female,0,Yes,No,17,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),93.88,1545.34,1
CUST-12903,Female,0,Yes,Yes,25,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,74.43,1936.64,1
CUST-12904,Female,0,Yes,No,26,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),61.72,1648.6,0
CUST-12905,Female,1,No,Yes,0,Yes,No,DSL,No internet service,No,Yes,No,No,No internet service,One year,No,Electronic check,98.74,0.0,1
CUST-12906,Female,0,No,No,11,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,Yes,No internet service,One year,Yes,Mailed check,104.16,1190.43,1
CUST-12907,Female,0,No,No,34,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No,No,Month-to-month,No,Bank transfer (automatic),86.97,2933.65,1
CUST-12908,Male,0,Yes,No,70,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),100.26,7042.26,0
CUST-12909,Male,0,No,No,9,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),107.58,971.02,1
CUST-12910,Male,1,No,No,17,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,66.5,1112.28,0
CUST-12911,Male,0,No,No,62,No,No,DSL,Yes,No internet service,No internet service,No internet service,No,No,Two year,No,Mailed check,68.26,4245.0,0
CUST-12912,Male,0,No,Yes,2,Yes,No,No,No internet service,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Mailed check,84.71,113.45,0
CUST-12913,Male,0,Yes,No,7,Yes,No phone service,No,No,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,36.73,228.56,1
CUST-12914,Male,0,No,No,64,No,No,Fiber optic,Yes,No internet service,Yes,No,No,Yes,Month-to-month,No,Mailed check,118.75,7497.44,1
CUST-12915,Male,0,No,No,18,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,118.75,2121.18,0
CUST-12916,Female,0,No,No,22,Yes,No,DSL,No internet service,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,80.26,1778.4,0
CUST-12917,Female,0,No,No,1,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,Yes,No,Two year,Yes,Electronic check,55.6,0.0,0
CUST-12918,Female,1,No,No,29,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,87.99,2570.82,0
CUST-12919,Male,0,Yes,No,72,No,No,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,91.51,6478.89,0
CUST-12920,Male,0,No,Yes,71,Yes,No,DSL,No internet service,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),73.34,5177.88,0
CUST-12921,Female,0,No,No,46,Yes,No,DSL,No,No,No,Yes,No internet service,No,Two year,Yes,Credit card (automatic),101.06,4643.95,1
CUST-12922,Male,0,No,No,49,Yes,No,No,No,No internet service,No,No,Yes,No,One year,No,Bank transfer (automatic),40.31,1974.08,0
CUST-12923,Female,0,No,No,46,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No,Month-to-month,No,Electronic check,99.02,4566.43,0
CUST-12924,Male,0,Yes,No,50,Yes,No phone service,No,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,57.97,2815.58,0
